ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
074	PESADO			DyenDB	074-200	A	074-204
075	AQUI			DyenDB	075-211	A	075-216
076	DAR UMA PANCADA			DyenDB		A	
077	TER			DyenDB	077-004	A	077-004
079	COMO			DyenDB	079-200	A	079-200
080	CACAR			DyenDB	080-003	A	080-003
081	MARIDO, ESPOSO			DyenDB	081-200	A	081-200
082	EU			DyenDB	082-200	A	082-200
083	GELO			DyenDB	083-200	A	083-200
084	SE			DyenDB	084-003	A	084-003
085	EM			DyenDB	085-200	A	085-200
086	MATAR			DyenDB	086-007	A	086-007
088	SABER			DyenDB	088-002	A	088-002
089	LAGO			DyenDB	089-200	A	089-200
090	RIR			DyenDB	090-003	A	090-003
091	FOLHA			DyenDB	091-200	A	091-200
092	ESQUERDO			DyenDB	092-200	A	092-202
093	PERNA			DyenDB	093-002	A	093-002
094	ESTAR POSTO			DyenDB		A	
095	VIVER			DyenDB	095-005	A	095-005
096	FIGADO			DyenDB	096-004	A	096-004
097	LONGO, COMPRIDO			DyenDB	097-200	A	097-201
098	PIOLHO			DyenDB	098-003	A	098-003
099	HOMEM, VARAO			DyenDB	099-200	A	099-200
100	MUITOS			DyenDB	100-002	A	100-002
101	CARNE			DyenDB	101-203	A	101-203
103	MAI			DyenDB	103-200	A	103-200
104	MONTE, MONTANHA			DyenDB	104-002	A	104-002
105	BOCCA			DyenDB	105-006	A	105-006
106	NOME			DyenDB	106-003	A	106-003
107	APERTADO, ESTREITO			DyenDB	107-200	A	107-200
108	CHEGADO			DyenDB		A	
109	PESCOCO			DyenDB	109-002	A	109-002
110	NOVO			DyenDB	110-200	A	110-200
111	NOITE			DyenDB	111-004	A	111-004
112	NARIZ			DyenDB	112-005	A	112-005
113	NAO, NEM			DyenDB	113-005	A	113-005
114	VELHO			DyenDB	114-010	A	114-010
115	UM, UNO			DyenDB	115-200	A	115-200
116	OUTRO			DyenDB	116-009	A	116-009
117	PESSOA			DyenDB	117-206	A	117-206
118	JOGAR			DyenDB	118-003	A	118-003
119	PUXAR			DyenDB	119-006	A	119-006
120	EMPURRAR			DyenDB	120-011	A	120-011
121	CHOVER			DyenDB	121-004	A	121-004
122	VERMELHO			DyenDB	122-009	A	122-009
123	DIREITO			DyenDB	123-200	A	123-200
124	DIREITO			DyenDB	124-200	A	124-200
125	RIO			DyenDB	125-200	A	125-200
126	ESTRADA			DyenDB	126-013	A	126-013
127	RAIZ			DyenDB	127-003	A	127-003
128	CORDA, BARACO			DyenDB	128-010	A	128-010
129	PODRE			DyenDB	129-002	A	129-002
131	ESFREGAR			DyenDB	131-002	A	131-002
132	SAL			DyenDB	132-002	A	132-002
133	AREA, AREIA			DyenDB	133-206	A	133-208
134	DIZER			DyenDB	134-003	A	134-003
135	COCAR, RASPAR COM UNHAS			DyenDB	135-004	A	135-004
136	MAR			DyenDB	136-200	A	136-204
137	VER			DyenDB	137-003	A	137-003
138	SEMENTE			DyenDB	138-200	A	138-200
139	COSER			DyenDB	139-200	A	139-200
140	AFIADO			DyenDB	140-200	A	140-202
141	CURTO, BREVE			DyenDB	141-012	A	141-012
142	CANTAR			DyenDB	142-003	A	142-003
143	ESTAR ASSENTADO			DyenDB	143-200	A	143-200
144	PELLE			DyenDB	144-200	A	144-200
145	CEO, FIRMAMENTO			DyenDB	145-003	A	145-003
146	DORMIR			DyenDB	146-004	A	146-004
147	PEQUENO			DyenDB	147-006	A	147-006
148	CHEIRAR			DyenDB	148-008	A	148-008
149	FUMO			DyenDB	149-200	A	149-200
150	LISO			DyenDB	150-202	A	150-202
151	COBRA			DyenDB	151-007	A	151-007
152	NEVE			DyenDB	152-004	A	152-004
153	ALGUM, UM			DyenDB	153-204	A	153-204
154	CUSPIR			DyenDB	154-205	A	154-206
155	FENDER, RACHAR			DyenDB	155-203	A	155-203
156	APERTAR, COMPRIMIR			DyenDB	156-200	A	156-201
157	APUNHALAR			DyenDB	157-200	A	157-200
158	ESTAR EM PE			DyenDB	158-004	A	158-004
159	ESTRELLA			DyenDB	159-004	A	159-004
160	PAO			DyenDB	160-003	A	160-003
161	PEDRA			DyenDB	161-202	A	161-202
162	DIREITO			DyenDB	162-203	A	162-203
163	CHUPAR, CHUCHAR, MAMAR			DyenDB	163-202	A	163-208
164	SOL			DyenDB	164-203	A	164-203
165	INCHAR, INTUMECER			DyenDB	165-206	A	165-207
166	NADAR			DyenDB	166-008	A	166-008
167	RABO			DyenDB	167-203	A	167-205
168	AQUELLE, AQUILLO			DyenDB	168-209	A	168-209
169	ALLI, ACOLA			DyenDB	169-200	A	169-200
170	ELLES			DyenDB	170-207	A	170-209
171	GROSSO			DyenDB	171-209	A	171-209
172	DELGADO			DyenDB	172-004	A	172-004
173	PENSAR			DyenDB	173-213	A	173-215
174	ESTE, ISTO			DyenDB	174-200	A	174-204
175	TU			DyenDB	175-200	A	175-200
176	TRES			DyenDB	176-002	A	176-002
177	LANCAR, ATIRAR, BOTAR, DIETAR			DyenDB	177-200	A	177-202
178	ATAR, LIGAR			DyenDB	178-200	A	178-201
179	LINGUA			DyenDB	179-200	A	179-200
180	DENTE			DyenDB	180-003	A	180-003
181	ARVORE			DyenDB	181-006	A	181-006
182	VIRAR			DyenDB	182-009	A	182-009
183	DOUS			DyenDB	183-002	A	183-002
184	VOMITAR			DyenDB	184-004	A	184-004
185	ANDAR, CAMINHAR, PASSEAR			DyenDB	185-200	A	185-201
186	QUENTE			DyenDB	186-008	A	186-008
187	LAVAR			DyenDB	187-004	A	187-004
188	AGUA			DyenDB	188-003	A	188-003
189	NOS			DyenDB	189-002	A	189-002
190	MOLHADO			DyenDB	190-012	A	190-012
191	QUE			DyenDB	191-003	A	191-003
192	QUANDO			DyenDB	192-200	A	192-200
193	ONDE			DyenDB	193-200	A	193-200
194	BRANCO, CANDIDO, ALVO			DyenDB	194-200	A	194-201
195	QUEM			DyenDB	195-200	A	195-200
196	LARGO			DyenDB	196-003	A	196-003
197	MULHER CASADA, ESPOSA			DyenDB	197-208	A	197-211
198	VENTO			DyenDB	198-200	A	198-202
199	AZA			DyenDB	199-006	A	199-006
200	ALIMPAR, ENXUGAR, ESFREGAR			DyenDB	200-203	A	200-204
201	COM			DyenDB	201-211	A	201-211
202	MULHER			DyenDB	202-004	A	202-004
203	SELVA, FLORESTA, BOSQUE			DyenDB	203-206	A	203-207
204	BICHO, GUSANO			DyenDB	204-203	A	204-207
205	VOS			DyenDB	205-200	A	205-200
206	ANNO			DyenDB	206-002	A	206-002
207	AMARELLO			DyenDB	207-003	A	207-003
